home_team,away_team,home_goals,away_goals,result,result,h_win,h_tie,h_loss,season,home_wins,home_ties,home_loss,away_wins,away_ties,away_loss,h_total_games,a_total_games,h_w_pct,h_d_pct,h_l_pct,a_w_pct,a_d_pct,a_l_pct,home_l1_wins,home_l1_ties,home_l1_loss,away_l1_wins,away_l1_ties,away_l1_loss,home_l2_wins,home_l2_ties,home_l2_loss,away_l2_wins,away_l2_ties,away_l2_loss,home_l3_wins,home_l3_ties,home_l3_loss,away_l3_wins,away_l3_ties,away_l3_loss,home_l4_wins,home_l4_ties,home_l4_loss,away_l4_wins,away_l4_ties,away_l4_loss,home_l5_wins,home_l5_ties,home_l5_loss,away_l5_wins,away_l5_ties,away_l5_loss,home_l6_wins,home_l6_ties,home_l6_loss,away_l6_wins,away_l6_ties,away_l6_loss,home_l7_wins,home_l7_ties,home_l7_loss,away_l7_wins,away_l7_ties,away_l7_loss,home_l8_wins,home_l8_ties,home_l8_loss,away_l8_wins,away_l8_ties,away_l8_loss,home_l9_wins,home_l9_ties,home_l9_loss,away_l9_wins,away_l9_ties,away_l9_loss,home_l10_wins,home_l10_ties,home_l10_loss,away_l10_wins,away_l10_ties,away_l10_loss,home_l12_wins,home_l12_ties,home_l12_loss,away_l12_wins,away_l12_ties,away_l12_loss,home_l14_wins,home_l14_ties,home_l14_loss,away_l14_wins,away_l14_ties,away_l14_loss,home_l16_wins,home_l16_ties,home_l16_loss,away_l16_wins,away_l16_ties,away_l16_loss,home_l18_wins,home_l18_ties,home_l18_loss,away_l18_wins,away_l18_ties,away_l18_loss,home_l20_wins,home_l20_ties,home_l20_loss,away_l20_wins,away_l20_ties,away_l20_loss
Reading,Manchester City,1,0,H,2,1,0,0,2006-2007,1,0,2,1,1,1,3,3,0.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,0,0,1,1,0,0,0,0,1,0.5,0.5,0,0.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333
Charlton Athletic,Portsmouth,0,1,A,0,0,0,1,2006-2007,1,0,3,3,1,0,4,4,0.25,0,0.75,0.75,0.25,0,0,0,1,1,0,0,0.5,0,0.5,1,0,0,0.333333333,0,0.666666667,0.666666667,0.333333333,0,0.25,0,0.75,0.75,0.25,0,0.25,0,0.75,0.75,0.25,0,0.25,0,0.75,0.75,0.25,0,0.25,0,0.75,0.75,0.25,0,0.25,0,0.75,0.75,0.25,0,0.25,0,0.75,0.75,0.25,0,0.25,0,0.75,0.75,0.25,0,0.25,0,0.75,0.75,0.25,0,0.25,0,0.75,0.75,0.25,0,0.25,0,0.75,0.75,0.25,0,0.25,0,0.75,0.75,0.25,0,0.25,0,0.75,0.75,0.25,0
Bolton Wanderers,Middlesbrough,0,0,D,1,0,1,0,2006-2007,2,1,1,1,1,2,4,4,0.5,0.25,0.25,0.25,0.25,0.5,1,0,0,0,1,0,0.5,0,0.5,0,0.5,0.5,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.5
Everton,Wigan Athletic,2,2,D,1,0,1,0,2006-2007,3,1,0,1,0,2,4,3,0.75,0.25,0,0.333333333,0,0.666666667,1,0,0,0,0,1,1,0,0,0.5,0,0.5,0.666666667,0.333333333,0,0.333333333,0,0.666666667,0.75,0.25,0,0.333333333,0,0.666666667,0.75,0.25,0,0.333333333,0,0.666666667,0.75,0.25,0,0.333333333,0,0.666666667,0.75,0.25,0,0.333333333,0,0.666666667,0.75,0.25,0,0.333333333,0,0.666666667,0.75,0.25,0,0.333333333,0,0.666666667,0.75,0.25,0,0.333333333,0,0.666666667,0.75,0.25,0,0.333333333,0,0.666666667,0.75,0.25,0,0.333333333,0,0.666666667,0.75,0.25,0,0.333333333,0,0.666666667,0.75,0.25,0,0.333333333,0,0.666666667,0.75,0.25,0,0.333333333,0,0.666666667
Sheffield United,Reading,1,2,A,0,0,0,1,2006-2007,0,2,2,2,0,2,4,4,0,0.5,0.5,0.5,0,0.5,0,1,0,1,0,0,0,0.5,0.5,0.5,0,0.5,0,0.333333333,0.666666667,0.333333333,0,0.666666667,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5
Watford,Aston Villa,0,0,D,1,0,1,0,2006-2007,0,1,3,2,2,0,4,4,0,0.25,0.75,0.5,0.5,0,0,0,1,0,1,0,0,0,1,0.5,0.5,0,0,0.333333333,0.666666667,0.666666667,0.333333333,0,0,0.25,0.75,0.5,0.5,0,0,0.25,0.75,0.5,0.5,0,0,0.25,0.75,0.5,0.5,0,0,0.25,0.75,0.5,0.5,0,0,0.25,0.75,0.5,0.5,0,0,0.25,0.75,0.5,0.5,0,0,0.25,0.75,0.5,0.5,0,0,0.25,0.75,0.5,0.5,0,0,0.25,0.75,0.5,0.5,0,0,0.25,0.75,0.5,0.5,0,0,0.25,0.75,0.5,0.5,0,0,0.25,0.75,0.5,0.5,0
Chelsea,Liverpool,1,0,H,2,1,0,0,2006-2007,3,0,1,1,1,1,4,3,0.75,0,0.25,0.333333333,0.333333333,0.333333333,1,0,0,0,0,1,1,0,0,0.5,0,0.5,0.666666667,0,0.333333333,0.333333333,0.333333333,0.333333333,0.75,0,0.25,0.333333333,0.333333333,0.333333333,0.75,0,0.25,0.333333333,0.333333333,0.333333333,0.75,0,0.25,0.333333333,0.333333333,0.333333333,0.75,0,0.25,0.333333333,0.333333333,0.333333333,0.75,0,0.25,0.333333333,0.333333333,0.333333333,0.75,0,0.25,0.333333333,0.333333333,0.333333333,0.75,0,0.25,0.333333333,0.333333333,0.333333333,0.75,0,0.25,0.333333333,0.333333333,0.333333333,0.75,0,0.25,0.333333333,0.333333333,0.333333333,0.75,0,0.25,0.333333333,0.333333333,0.333333333,0.75,0,0.25,0.333333333,0.333333333,0.333333333,0.75,0,0.25,0.333333333,0.333333333,0.333333333
Blackburn Rovers,Manchester City,4,2,H,2,1,0,0,2006-2007,0,2,2,1,1,2,4,4,0,0.5,0.5,0.25,0.25,0.5,0,1,0,0,0,1,0,0.5,0.5,0.5,0,0.5,0,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0,0.5,0.5,0.25,0.25,0.5,0,0.5,0.5,0.25,0.25,0.5,0,0.5,0.5,0.25,0.25,0.5,0,0.5,0.5,0.25,0.25,0.5,0,0.5,0.5,0.25,0.25,0.5,0,0.5,0.5,0.25,0.25,0.5,0,0.5,0.5,0.25,0.25,0.5,0,0.5,0.5,0.25,0.25,0.5,0,0.5,0.5,0.25,0.25,0.5,0,0.5,0.5,0.25,0.25,0.5,0,0.5,0.5,0.25,0.25,0.5,0,0.5,0.5,0.25,0.25,0.5
Tottenham Hotspur,Fulham,0,0,D,1,0,1,0,2006-2007,1,0,3,2,1,1,4,4,0.25,0,0.75,0.5,0.25,0.25,0,0,1,1,0,0,0,0,1,1,0,0,0.333333333,0,0.666666667,0.666666667,0.333333333,0,0.25,0,0.75,0.5,0.25,0.25,0.25,0,0.75,0.5,0.25,0.25,0.25,0,0.75,0.5,0.25,0.25,0.25,0,0.75,0.5,0.25,0.25,0.25,0,0.75,0.5,0.25,0.25,0.25,0,0.75,0.5,0.25,0.25,0.25,0,0.75,0.5,0.25,0.25,0.25,0,0.75,0.5,0.25,0.25,0.25,0,0.75,0.5,0.25,0.25,0.25,0,0.75,0.5,0.25,0.25,0.25,0,0.75,0.5,0.25,0.25,0.25,0,0.75,0.5,0.25,0.25
West Ham United,Newcastle United,0,2,A,0,0,0,1,2006-2007,1,2,1,1,0,2,4,3,0.25,0.5,0.25,0.333333333,0,0.666666667,0,1,0,0,0,1,0,0.5,0.5,0,0,1,0,0.666666667,0.333333333,0.333333333,0,0.666666667,0.25,0.5,0.25,0.333333333,0,0.666666667,0.25,0.5,0.25,0.333333333,0,0.666666667,0.25,0.5,0.25,0.333333333,0,0.666666667,0.25,0.5,0.25,0.333333333,0,0.666666667,0.25,0.5,0.25,0.333333333,0,0.666666667,0.25,0.5,0.25,0.333333333,0,0.666666667,0.25,0.5,0.25,0.333333333,0,0.666666667,0.25,0.5,0.25,0.333333333,0,0.666666667,0.25,0.5,0.25,0.333333333,0,0.666666667,0.25,0.5,0.25,0.333333333,0,0.666666667,0.25,0.5,0.25,0.333333333,0,0.666666667,0.25,0.5,0.25,0.333333333,0,0.666666667
Manchester United,Arsenal,0,1,A,0,0,0,1,2006-2007,4,0,0,0,2,1,4,3,1,0,0,0,0.666666667,0.333333333,1,0,0,0,1,0,1,0,0,0,0.5,0.5,1,0,0,0,0.666666667,0.333333333,1,0,0,0,0.666666667,0.333333333,1,0,0,0,0.666666667,0.333333333,1,0,0,0,0.666666667,0.333333333,1,0,0,0,0.666666667,0.333333333,1,0,0,0,0.666666667,0.333333333,1,0,0,0,0.666666667,0.333333333,1,0,0,0,0.666666667,0.333333333,1,0,0,0,0.666666667,0.333333333,1,0,0,0,0.666666667,0.333333333,1,0,0,0,0.666666667,0.333333333,1,0,0,0,0.666666667,0.333333333,1,0,0,0,0.666666667,0.333333333
Liverpool,Newcastle United,2,0,H,2,1,0,0,2006-2007,1,1,2,2,0,2,4,4,0.25,0.25,0.5,0.5,0,0.5,0,0,1,1,0,0,0,0,1,0.5,0,0.5,0.333333333,0,0.666666667,0.333333333,0,0.666666667,0.25,0.25,0.5,0.5,0,0.5,0.25,0.25,0.5,0.5,0,0.5,0.25,0.25,0.5,0.5,0,0.5,0.25,0.25,0.5,0.5,0,0.5,0.25,0.25,0.5,0.5,0,0.5,0.25,0.25,0.5,0.5,0,0.5,0.25,0.25,0.5,0.5,0,0.5,0.25,0.25,0.5,0.5,0,0.5,0.25,0.25,0.5,0.5,0,0.5,0.25,0.25,0.5,0.5,0,0.5,0.25,0.25,0.5,0.5,0,0.5,0.25,0.25,0.5,0.5,0,0.5
Liverpool,Tottenham Hotspur,3,0,H,2,1,0,0,2006-2007,2,1,2,1,1,3,5,5,0.4,0.2,0.4,0.2,0.2,0.6,1,0,0,0,1,0,0.5,0,0.5,0,0.5,0.5,0.333333333,0,0.666666667,0,0.333333333,0.666666667,0.5,0,0.5,0.25,0.25,0.5,0.4,0.2,0.4,0.2,0.2,0.6,0.4,0.2,0.4,0.2,0.2,0.6,0.4,0.2,0.4,0.2,0.2,0.6,0.4,0.2,0.4,0.2,0.2,0.6,0.4,0.2,0.4,0.2,0.2,0.6,0.4,0.2,0.4,0.2,0.2,0.6,0.4,0.2,0.4,0.2,0.2,0.6,0.4,0.2,0.4,0.2,0.2,0.6,0.4,0.2,0.4,0.2,0.2,0.6,0.4,0.2,0.4,0.2,0.2,0.6,0.4,0.2,0.4,0.2,0.2,0.6
Arsenal,Sheffield United,3,0,H,2,1,0,0,2006-2007,1,2,1,0,2,3,4,5,0.25,0.5,0.25,0,0.4,0.6,1,0,0,0,0,1,0.5,0.5,0,0,0.5,0.5,0.333333333,0.333333333,0.333333333,0,0.333333333,0.666666667,0.25,0.5,0.25,0,0.25,0.75,0.25,0.5,0.25,0,0.4,0.6,0.25,0.5,0.25,0,0.4,0.6,0.25,0.5,0.25,0,0.4,0.6,0.25,0.5,0.25,0,0.4,0.6,0.25,0.5,0.25,0,0.4,0.6,0.25,0.5,0.25,0,0.4,0.6,0.25,0.5,0.25,0,0.4,0.6,0.25,0.5,0.25,0,0.4,0.6,0.25,0.5,0.25,0,0.4,0.6,0.25,0.5,0.25,0,0.4,0.6,0.25,0.5,0.25,0,0.4,0.6
Aston Villa,Charlton Athletic,2,0,H,2,1,0,0,2006-2007,2,3,0,1,0,4,5,5,0.4,0.6,0,0.2,0,0.8,0,1,0,0,0,1,0,1,0,0,0,1,0.333333333,0.666666667,0,0.333333333,0,0.666666667,0.5,0.5,0,0.25,0,0.75,0.4,0.6,0,0.2,0,0.8,0.4,0.6,0,0.2,0,0.8,0.4,0.6,0,0.2,0,0.8,0.4,0.6,0,0.2,0,0.8,0.4,0.6,0,0.2,0,0.8,0.4,0.6,0,0.2,0,0.8,0.4,0.6,0,0.2,0,0.8,0.4,0.6,0,0.2,0,0.8,0.4,0.6,0,0.2,0,0.8,0.4,0.6,0,0.2,0,0.8,0.4,0.6,0,0.2,0,0.8
Fulham,Chelsea,0,2,A,0,0,0,1,2006-2007,2,2,1,4,0,1,5,5,0.4,0.4,0.2,0.8,0,0.2,0,1,0,1,0,0,0.5,0.5,0,1,0,0,0.666666667,0.333333333,0,1,0,0,0.5,0.5,0,0.75,0,0.25,0.4,0.4,0.2,0.8,0,0.2,0.4,0.4,0.2,0.8,0,0.2,0.4,0.4,0.2,0.8,0,0.2,0.4,0.4,0.2,0.8,0,0.2,0.4,0.4,0.2,0.8,0,0.2,0.4,0.4,0.2,0.8,0,0.2,0.4,0.4,0.2,0.8,0,0.2,0.4,0.4,0.2,0.8,0,0.2,0.4,0.4,0.2,0.8,0,0.2,0.4,0.4,0.2,0.8,0,0.2,0.4,0.4,0.2,0.8,0,0.2
Manchester City,West Ham United,2,0,H,2,1,0,0,2006-2007,1,1,3,1,2,2,5,5,0.2,0.2,0.6,0.2,0.4,0.4,0,0,1,0,0,1,0,0,1,0,0.5,0.5,0.333333333,0,0.666666667,0,0.333333333,0.666666667,0.25,0.25,0.5,0,0.5,0.5,0.2,0.2,0.6,0.2,0.4,0.4,0.2,0.2,0.6,0.2,0.4,0.4,0.2,0.2,0.6,0.2,0.4,0.4,0.2,0.2,0.6,0.2,0.4,0.4,0.2,0.2,0.6,0.2,0.4,0.4,0.2,0.2,0.6,0.2,0.4,0.4,0.2,0.2,0.6,0.2,0.4,0.4,0.2,0.2,0.6,0.2,0.4,0.4,0.2,0.2,0.6,0.2,0.4,0.4,0.2,0.2,0.6,0.2,0.4,0.4,0.2,0.2,0.6,0.2,0.4,0.4
Middlesbrough,Blackburn Rovers,0,1,A,0,0,0,1,2006-2007,1,2,2,1,2,2,5,5,0.2,0.4,0.4,0.2,0.4,0.4,0,1,0,1,0,0,0,1,0,0.5,0.5,0,0,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.25,0.5,0.25,0.25,0.5,0.25,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4
Wigan Athletic,Watford,1,1,D,1,0,1,0,2006-2007,1,1,2,0,2,3,4,5,0.25,0.25,0.5,0,0.4,0.6,0,1,0,0,1,0,0,0.5,0.5,0,0.5,0.5,0.333333333,0.333333333,0.333333333,0,0.333333333,0.666666667,0.25,0.25,0.5,0,0.5,0.5,0.25,0.25,0.5,0,0.4,0.6,0.25,0.25,0.5,0,0.4,0.6,0.25,0.25,0.5,0,0.4,0.6,0.25,0.25,0.5,0,0.4,0.6,0.25,0.25,0.5,0,0.4,0.6,0.25,0.25,0.5,0,0.4,0.6,0.25,0.25,0.5,0,0.4,0.6,0.25,0.25,0.5,0,0.4,0.6,0.25,0.25,0.5,0,0.4,0.6,0.25,0.25,0.5,0,0.4,0.6,0.25,0.25,0.5,0,0.4,0.6
Reading,Manchester United,1,1,D,1,0,1,0,2006-2007,3,0,2,4,0,1,5,5,0.6,0,0.4,0.8,0,0.2,1,0,0,0,0,1,1,0,0,0.5,0,0.5,0.666666667,0,0.333333333,0.666666667,0,0.333333333,0.5,0,0.5,0.75,0,0.25,0.6,0,0.4,0.8,0,0.2,0.6,0,0.4,0.8,0,0.2,0.6,0,0.4,0.8,0,0.2,0.6,0,0.4,0.8,0,0.2,0.6,0,0.4,0.8,0,0.2,0.6,0,0.4,0.8,0,0.2,0.6,0,0.4,0.8,0,0.2,0.6,0,0.4,0.8,0,0.2,0.6,0,0.4,0.8,0,0.2,0.6,0,0.4,0.8,0,0.2,0.6,0,0.4,0.8,0,0.2
Newcastle United,Everton,1,1,D,1,0,1,0,2006-2007,2,0,3,3,2,0,5,5,0.4,0,0.6,0.6,0.4,0,0,0,1,0,1,0,0.5,0,0.5,0.5,0.5,0,0.333333333,0,0.666666667,0.666666667,0.333333333,0,0.25,0,0.75,0.5,0.5,0,0.4,0,0.6,0.6,0.4,0,0.4,0,0.6,0.6,0.4,0,0.4,0,0.6,0.6,0.4,0,0.4,0,0.6,0.6,0.4,0,0.4,0,0.6,0.6,0.4,0,0.4,0,0.6,0.6,0.4,0,0.4,0,0.6,0.6,0.4,0,0.4,0,0.6,0.6,0.4,0,0.4,0,0.6,0.6,0.4,0,0.4,0,0.6,0.6,0.4,0,0.4,0,0.6,0.6,0.4,0
Portsmouth,Bolton Wanderers,0,1,A,0,0,0,1,2006-2007,4,1,0,2,2,1,5,5,0.8,0.2,0,0.4,0.4,0.2,1,0,0,0,1,0,1,0,0,0.5,0.5,0,1,0,0,0.333333333,0.333333333,0.333333333,0.75,0.25,0,0.25,0.5,0.25,0.8,0.2,0,0.4,0.4,0.2,0.8,0.2,0,0.4,0.4,0.2,0.8,0.2,0,0.4,0.4,0.2,0.8,0.2,0,0.4,0.4,0.2,0.8,0.2,0,0.4,0.4,0.2,0.8,0.2,0,0.4,0.4,0.2,0.8,0.2,0,0.4,0.4,0.2,0.8,0.2,0,0.4,0.4,0.2,0.8,0.2,0,0.4,0.4,0.2,0.8,0.2,0,0.4,0.4,0.2,0.8,0.2,0,0.4,0.4,0.2
Bolton Wanderers,Liverpool,2,0,H,2,1,0,0,2006-2007,3,2,1,3,1,2,6,6,0.5,0.333333333,0.166666667,0.5,0.166666667,0.333333333,1,0,0,1,0,0,0.5,0.5,0,1,0,0,0.666666667,0.333333333,0,0.666666667,0,0.333333333,0.5,0.25,0.25,0.5,0,0.5,0.4,0.4,0.2,0.6,0,0.4,0.5,0.333333333,0.166666667,0.5,0.166666667,0.333333333,0.5,0.333333333,0.166666667,0.5,0.166666667,0.333333333,0.5,0.333333333,0.166666667,0.5,0.166666667,0.333333333,0.5,0.333333333,0.166666667,0.5,0.166666667,0.333333333,0.5,0.333333333,0.166666667,0.5,0.166666667,0.333333333,0.5,0.333333333,0.166666667,0.5,0.166666667,0.333333333,0.5,0.333333333,0.166666667,0.5,0.166666667,0.333333333,0.5,0.333333333,0.166666667,0.5,0.166666667,0.333333333,0.5,0.333333333,0.166666667,0.5,0.166666667,0.333333333,0.5,0.333333333,0.166666667,0.5,0.166666667,0.333333333
Charlton Athletic,Arsenal,1,2,A,0,0,0,1,2006-2007,1,0,5,2,2,1,6,5,0.166666667,0,0.833333333,0.4,0.4,0.2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.666666667,0.333333333,0,0.25,0,0.75,0.5,0.25,0.25,0.2,0,0.8,0.4,0.4,0.2,0.166666667,0,0.833333333,0.4,0.4,0.2,0.166666667,0,0.833333333,0.4,0.4,0.2,0.166666667,0,0.833333333,0.4,0.4,0.2,0.166666667,0,0.833333333,0.4,0.4,0.2,0.166666667,0,0.833333333,0.4,0.4,0.2,0.166666667,0,0.833333333,0.4,0.4,0.2,0.166666667,0,0.833333333,0.4,0.4,0.2,0.166666667,0,0.833333333,0.4,0.4,0.2,0.166666667,0,0.833333333,0.4,0.4,0.2,0.166666667,0,0.833333333,0.4,0.4,0.2
Chelsea,Aston Villa,1,1,D,1,0,1,0,2006-2007,5,0,1,3,3,0,6,6,0.833333333,0,0.166666667,0.5,0.5,0,1,0,0,1,0,0,1,0,0,0.5,0.5,0,1,0,0,0.333333333,0.666666667,0,1,0,0,0.5,0.5,0,0.8,0,0.2,0.6,0.4,0,0.833333333,0,0.166666667,0.5,0.5,0,0.833333333,0,0.166666667,0.5,0.5,0,0.833333333,0,0.166666667,0.5,0.5,0,0.833333333,0,0.166666667,0.5,0.5,0,0.833333333,0,0.166666667,0.5,0.5,0,0.833333333,0,0.166666667,0.5,0.5,0,0.833333333,0,0.166666667,0.5,0.5,0,0.833333333,0,0.166666667,0.5,0.5,0,0.833333333,0,0.166666667,0.5,0.5,0,0.833333333,0,0.166666667,0.5,0.5,0
Everton,Manchester City,1,1,D,1,0,1,0,2006-2007,3,3,0,2,1,3,6,6,0.5,0.5,0,0.333333333,0.166666667,0.5,0,1,0,1,0,0,0,1,0,0.5,0,0.5,0.333333333,0.666666667,0,0.333333333,0,0.666666667,0.5,0.5,0,0.5,0,0.5,0.4,0.6,0,0.4,0.2,0.4,0.5,0.5,0,0.333333333,0.166666667,0.5,0.5,0.5,0,0.333333333,0.166666667,0.5,0.5,0.5,0,0.333333333,0.166666667,0.5,0.5,0.5,0,0.333333333,0.166666667,0.5,0.5,0.5,0,0.333333333,0.166666667,0.5,0.5,0.5,0,0.333333333,0.166666667,0.5,0.5,0.5,0,0.333333333,0.166666667,0.5,0.5,0.5,0,0.333333333,0.166666667,0.5,0.5,0.5,0,0.333333333,0.166666667,0.5,0.5,0.5,0,0.333333333,0.166666667,0.5
Sheffield United,Middlesbrough,2,1,H,2,1,0,0,2006-2007,0,2,4,1,2,3,6,6,0,0.333333333,0.666666667,0.166666667,0.333333333,0.5,0,0,1,0,0,1,0,0,1,0,0.5,0.5,0,0.333333333,0.666666667,0,0.666666667,0.333333333,0,0.25,0.75,0,0.5,0.5,0,0.2,0.8,0.2,0.4,0.4,0,0.333333333,0.666666667,0.166666667,0.333333333,0.5,0,0.333333333,0.666666667,0.166666667,0.333333333,0.5,0,0.333333333,0.666666667,0.166666667,0.333333333,0.5,0,0.333333333,0.666666667,0.166666667,0.333333333,0.5,0,0.333333333,0.666666667,0.166666667,0.333333333,0.5,0,0.333333333,0.666666667,0.166666667,0.333333333,0.5,0,0.333333333,0.666666667,0.166666667,0.333333333,0.5,0,0.333333333,0.666666667,0.166666667,0.333333333,0.5,0,0.333333333,0.666666667,0.166666667,0.333333333,0.5,0,0.333333333,0.666666667,0.166666667,0.333333333,0.5
West Ham United,Reading,0,1,A,0,0,0,1,2006-2007,1,2,3,3,1,2,6,6,0.166666667,0.333333333,0.5,0.5,0.166666667,0.333333333,0,0,1,0,1,0,0,0,1,0.5,0.5,0,0,0.333333333,0.666666667,0.666666667,0.333333333,0,0,0.25,0.75,0.5,0.25,0.25,0,0.4,0.6,0.4,0.2,0.4,0.166666667,0.333333333,0.5,0.5,0.166666667,0.333333333,0.166666667,0.333333333,0.5,0.5,0.166666667,0.333333333,0.166666667,0.333333333,0.5,0.5,0.166666667,0.333333333,0.166666667,0.333333333,0.5,0.5,0.166666667,0.333333333,0.166666667,0.333333333,0.5,0.5,0.166666667,0.333333333,0.166666667,0.333333333,0.5,0.5,0.166666667,0.333333333,0.166666667,0.333333333,0.5,0.5,0.166666667,0.333333333,0.166666667,0.333333333,0.5,0.5,0.166666667,0.333333333,0.166666667,0.333333333,0.5,0.5,0.166666667,0.333333333,0.166666667,0.333333333,0.5,0.5,0.166666667,0.333333333
Blackburn Rovers,Wigan Athletic,2,1,H,2,1,0,0,2006-2007,2,2,2,1,2,2,6,5,0.333333333,0.333333333,0.333333333,0.2,0.4,0.4,1,0,0,0,1,0,1,0,0,0,1,0,0.666666667,0.333333333,0,0,0.666666667,0.333333333,0.5,0.25,0.25,0.25,0.5,0.25,0.4,0.4,0.2,0.2,0.4,0.4,0.333333333,0.333333333,0.333333333,0.2,0.4,0.4,0.333333333,0.333333333,0.333333333,0.2,0.4,0.4,0.333333333,0.333333333,0.333333333,0.2,0.4,0.4,0.333333333,0.333333333,0.333333333,0.2,0.4,0.4,0.333333333,0.333333333,0.333333333,0.2,0.4,0.4,0.333333333,0.333333333,0.333333333,0.2,0.4,0.4,0.333333333,0.333333333,0.333333333,0.2,0.4,0.4,0.333333333,0.333333333,0.333333333,0.2,0.4,0.4,0.333333333,0.333333333,0.333333333,0.2,0.4,0.4,0.333333333,0.333333333,0.333333333,0.2,0.4,0.4
Manchester United,Newcastle United,2,0,H,2,1,0,0,2006-2007,4,1,1,2,1,3,6,6,0.666666667,0.166666667,0.166666667,0.333333333,0.166666667,0.5,0,1,0,0,1,0,0,0.5,0.5,0,0.5,0.5,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.5,0.25,0.25,0.25,0.25,0.5,0.6,0.2,0.2,0.2,0.2,0.6,0.666666667,0.166666667,0.166666667,0.333333333,0.166666667,0.5,0.666666667,0.166666667,0.166666667,0.333333333,0.166666667,0.5,0.666666667,0.166666667,0.166666667,0.333333333,0.166666667,0.5,0.666666667,0.166666667,0.166666667,0.333333333,0.166666667,0.5,0.666666667,0.166666667,0.166666667,0.333333333,0.166666667,0.5,0.666666667,0.166666667,0.166666667,0.333333333,0.166666667,0.5,0.666666667,0.166666667,0.166666667,0.333333333,0.166666667,0.5,0.666666667,0.166666667,0.166666667,0.333333333,0.166666667,0.5,0.666666667,0.166666667,0.166666667,0.333333333,0.166666667,0.5,0.666666667,0.166666667,0.166666667,0.333333333,0.166666667,0.5
