home_team,away_team,home_goals,away_goals,result,result,h_win,h_tie,h_loss,season,home_wins,home_ties,home_loss,away_wins,away_ties,away_loss,h_total_games,a_total_games,h_w_pct,h_d_pct,h_l_pct,a_w_pct,a_d_pct,a_l_pct,home_l1_wins,home_l1_ties,home_l1_loss,away_l1_wins,away_l1_ties,away_l1_loss,home_l2_wins,home_l2_ties,home_l2_loss,away_l2_wins,away_l2_ties,away_l2_loss,home_l3_wins,home_l3_ties,home_l3_loss,away_l3_wins,away_l3_ties,away_l3_loss,home_l4_wins,home_l4_ties,home_l4_loss,away_l4_wins,away_l4_ties,away_l4_loss,home_l5_wins,home_l5_ties,home_l5_loss,away_l5_wins,away_l5_ties,away_l5_loss,home_l6_wins,home_l6_ties,home_l6_loss,away_l6_wins,away_l6_ties,away_l6_loss,home_l7_wins,home_l7_ties,home_l7_loss,away_l7_wins,away_l7_ties,away_l7_loss,home_l8_wins,home_l8_ties,home_l8_loss,away_l8_wins,away_l8_ties,away_l8_loss,home_l9_wins,home_l9_ties,home_l9_loss,away_l9_wins,away_l9_ties,away_l9_loss,home_l10_wins,home_l10_ties,home_l10_loss,away_l10_wins,away_l10_ties,away_l10_loss,home_l12_wins,home_l12_ties,home_l12_loss,away_l12_wins,away_l12_ties,away_l12_loss,home_l14_wins,home_l14_ties,home_l14_loss,away_l14_wins,away_l14_ties,away_l14_loss,home_l16_wins,home_l16_ties,home_l16_loss,away_l16_wins,away_l16_ties,away_l16_loss,home_l18_wins,home_l18_ties,home_l18_loss,away_l18_wins,away_l18_ties,away_l18_loss,home_l20_wins,home_l20_ties,home_l20_loss,away_l20_wins,away_l20_ties,away_l20_loss
Newcastle United,Wigan Athletic,2,2,D,1,0,1,0,2010-2011,2,1,4,2,2,3,7,7,0.285714286,0.142857143,0.571428571,0.285714286,0.285714286,0.428571429,0,0,1,1,0,0,0,0,1,0.5,0.5,0,0.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,0.25,0,0.75,0.25,0.5,0.25,0.2,0.2,0.6,0.4,0.4,0.2,0.333333333,0.166666667,0.5,0.333333333,0.333333333,0.333333333,0.285714286,0.142857143,0.571428571,0.285714286,0.285714286,0.428571429,0.285714286,0.142857143,0.571428571,0.285714286,0.285714286,0.428571429,0.285714286,0.142857143,0.571428571,0.285714286,0.285714286,0.428571429,0.285714286,0.142857143,0.571428571,0.285714286,0.285714286,0.428571429,0.285714286,0.142857143,0.571428571,0.285714286,0.285714286,0.428571429,0.285714286,0.142857143,0.571428571,0.285714286,0.285714286,0.428571429,0.285714286,0.142857143,0.571428571,0.285714286,0.285714286,0.428571429,0.285714286,0.142857143,0.571428571,0.285714286,0.285714286,0.428571429,0.285714286,0.142857143,0.571428571,0.285714286,0.285714286,0.428571429
Wolverhampton Wanderers,West Ham United,1,1,D,1,0,1,0,2010-2011,1,2,4,1,2,4,7,7,0.142857143,0.285714286,0.571428571,0.142857143,0.285714286,0.571428571,0,0,1,0,1,0,0,0,1,0.5,0.5,0,0,0,1,0.333333333,0.666666667,0,0,0,1,0.25,0.5,0.25,0,0.2,0.8,0.2,0.4,0.4,0,0.333333333,0.666666667,0.166666667,0.333333333,0.5,0.142857143,0.285714286,0.571428571,0.142857143,0.285714286,0.571428571,0.142857143,0.285714286,0.571428571,0.142857143,0.285714286,0.571428571,0.142857143,0.285714286,0.571428571,0.142857143,0.285714286,0.571428571,0.142857143,0.285714286,0.571428571,0.142857143,0.285714286,0.571428571,0.142857143,0.285714286,0.571428571,0.142857143,0.285714286,0.571428571,0.142857143,0.285714286,0.571428571,0.142857143,0.285714286,0.571428571,0.142857143,0.285714286,0.571428571,0.142857143,0.285714286,0.571428571,0.142857143,0.285714286,0.571428571,0.142857143,0.285714286,0.571428571,0.142857143,0.285714286,0.571428571,0.142857143,0.285714286,0.571428571
Aston Villa,Chelsea,0,0,D,1,0,1,0,2010-2011,3,1,3,6,0,1,7,7,0.428571429,0.142857143,0.428571429,0.857142857,0,0.142857143,0,0,1,1,0,0,0.5,0,0.5,0.5,0,0.5,0.333333333,0.333333333,0.333333333,0.666666667,0,0.333333333,0.25,0.25,0.5,0.75,0,0.25,0.4,0.2,0.4,0.8,0,0.2,0.333333333,0.166666667,0.5,0.833333333,0,0.166666667,0.428571429,0.142857143,0.428571429,0.857142857,0,0.142857143,0.428571429,0.142857143,0.428571429,0.857142857,0,0.142857143,0.428571429,0.142857143,0.428571429,0.857142857,0,0.142857143,0.428571429,0.142857143,0.428571429,0.857142857,0,0.142857143,0.428571429,0.142857143,0.428571429,0.857142857,0,0.142857143,0.428571429,0.142857143,0.428571429,0.857142857,0,0.142857143,0.428571429,0.142857143,0.428571429,0.857142857,0,0.142857143,0.428571429,0.142857143,0.428571429,0.857142857,0,0.142857143,0.428571429,0.142857143,0.428571429,0.857142857,0,0.142857143
Everton,Liverpool,2,0,H,2,1,0,0,2010-2011,1,3,3,1,3,3,7,7,0.142857143,0.428571429,0.428571429,0.142857143,0.428571429,0.428571429,1,0,0,0,0,1,0.5,0.5,0,0,0.5,0.5,0.333333333,0.333333333,0.333333333,0,0.333333333,0.666666667,0.25,0.5,0.25,0,0.5,0.5,0.2,0.4,0.4,0.2,0.4,0.4,0.166666667,0.5,0.333333333,0.166666667,0.333333333,0.5,0.142857143,0.428571429,0.428571429,0.142857143,0.428571429,0.428571429,0.142857143,0.428571429,0.428571429,0.142857143,0.428571429,0.428571429,0.142857143,0.428571429,0.428571429,0.142857143,0.428571429,0.428571429,0.142857143,0.428571429,0.428571429,0.142857143,0.428571429,0.428571429,0.142857143,0.428571429,0.428571429,0.142857143,0.428571429,0.428571429,0.142857143,0.428571429,0.428571429,0.142857143,0.428571429,0.428571429,0.142857143,0.428571429,0.428571429,0.142857143,0.428571429,0.428571429,0.142857143,0.428571429,0.428571429,0.142857143,0.428571429,0.428571429,0.142857143,0.428571429,0.428571429,0.142857143,0.428571429,0.428571429
Blackpool,Manchester City,2,3,A,0,0,0,1,2010-2011,3,1,3,4,2,1,7,7,0.428571429,0.142857143,0.428571429,0.571428571,0.285714286,0.142857143,1,0,0,1,0,0,0.5,0,0.5,1,0,0,0.333333333,0,0.666666667,1,0,0,0.5,0,0.5,0.75,0.25,0,0.4,0.2,0.4,0.6,0.2,0.2,0.333333333,0.166666667,0.5,0.666666667,0.166666667,0.166666667,0.428571429,0.142857143,0.428571429,0.571428571,0.285714286,0.142857143,0.428571429,0.142857143,0.428571429,0.571428571,0.285714286,0.142857143,0.428571429,0.142857143,0.428571429,0.571428571,0.285714286,0.142857143,0.428571429,0.142857143,0.428571429,0.571428571,0.285714286,0.142857143,0.428571429,0.142857143,0.428571429,0.571428571,0.285714286,0.142857143,0.428571429,0.142857143,0.428571429,0.571428571,0.285714286,0.142857143,0.428571429,0.142857143,0.428571429,0.571428571,0.285714286,0.142857143,0.428571429,0.142857143,0.428571429,0.571428571,0.285714286,0.142857143,0.428571429,0.142857143,0.428571429,0.571428571,0.285714286,0.142857143
Blackburn Rovers,Sunderland,0,0,D,1,0,1,0,2010-2011,2,2,3,1,5,1,7,7,0.285714286,0.285714286,0.428571429,0.142857143,0.714285714,0.142857143,0,0,1,0,1,0,0.5,0,0.5,0,1,0,0.333333333,0.333333333,0.333333333,0,1,0,0.25,0.5,0.25,0,1,0,0.2,0.4,0.4,0.2,0.8,0,0.166666667,0.333333333,0.5,0.166666667,0.666666667,0.166666667,0.285714286,0.285714286,0.428571429,0.142857143,0.714285714,0.142857143,0.285714286,0.285714286,0.428571429,0.142857143,0.714285714,0.142857143,0.285714286,0.285714286,0.428571429,0.142857143,0.714285714,0.142857143,0.285714286,0.285714286,0.428571429,0.142857143,0.714285714,0.142857143,0.285714286,0.285714286,0.428571429,0.142857143,0.714285714,0.142857143,0.285714286,0.285714286,0.428571429,0.142857143,0.714285714,0.142857143,0.285714286,0.285714286,0.428571429,0.142857143,0.714285714,0.142857143,0.285714286,0.285714286,0.428571429,0.142857143,0.714285714,0.142857143,0.285714286,0.285714286,0.428571429,0.142857143,0.714285714,0.142857143
Tottenham Hotspur,Everton,1,1,D,1,0,1,0,2010-2011,4,2,2,2,3,3,8,8,0.5,0.25,0.25,0.25,0.375,0.375,1,0,0,1,0,0,1,0,0,1,0,0,0.666666667,0,0.333333333,0.666666667,0.333333333,0,0.75,0,0.25,0.5,0.25,0.25,0.6,0.2,0.2,0.4,0.4,0.2,0.5,0.166666667,0.333333333,0.333333333,0.333333333,0.333333333,0.571428571,0.142857143,0.285714286,0.285714286,0.428571429,0.285714286,0.5,0.25,0.25,0.25,0.375,0.375,0.5,0.25,0.25,0.25,0.375,0.375,0.5,0.25,0.25,0.25,0.375,0.375,0.5,0.25,0.25,0.25,0.375,0.375,0.5,0.25,0.25,0.25,0.375,0.375,0.5,0.25,0.25,0.25,0.375,0.375,0.5,0.25,0.25,0.25,0.375,0.375,0.5,0.25,0.25,0.25,0.375,0.375
Birmingham City,Blackpool,2,0,H,2,1,0,0,2010-2011,1,4,3,3,1,4,8,8,0.125,0.5,0.375,0.375,0.125,0.5,0,0,1,0,0,1,0,0,1,0.5,0,0.5,0,0.333333333,0.666666667,0.333333333,0,0.666666667,0,0.25,0.75,0.25,0,0.75,0,0.4,0.6,0.4,0,0.6,0,0.5,0.5,0.333333333,0.166666667,0.5,0.142857143,0.428571429,0.428571429,0.285714286,0.142857143,0.571428571,0.125,0.5,0.375,0.375,0.125,0.5,0.125,0.5,0.375,0.375,0.125,0.5,0.125,0.5,0.375,0.375,0.125,0.5,0.125,0.5,0.375,0.375,0.125,0.5,0.125,0.5,0.375,0.375,0.125,0.5,0.125,0.5,0.375,0.375,0.125,0.5,0.125,0.5,0.375,0.375,0.125,0.5,0.125,0.5,0.375,0.375,0.125,0.5
Chelsea,Wolverhampton Wanderers,2,0,H,2,1,0,0,2010-2011,6,1,1,1,3,4,8,8,0.75,0.125,0.125,0.125,0.375,0.5,0,1,0,0,1,0,0.5,0.5,0,0,0.5,0.5,0.333333333,0.333333333,0.333333333,0,0.333333333,0.666666667,0.5,0.25,0.25,0,0.25,0.75,0.6,0.2,0.2,0,0.2,0.8,0.666666667,0.166666667,0.166666667,0,0.333333333,0.666666667,0.714285714,0.142857143,0.142857143,0,0.428571429,0.571428571,0.75,0.125,0.125,0.125,0.375,0.5,0.75,0.125,0.125,0.125,0.375,0.5,0.75,0.125,0.125,0.125,0.375,0.5,0.75,0.125,0.125,0.125,0.375,0.5,0.75,0.125,0.125,0.125,0.375,0.5,0.75,0.125,0.125,0.125,0.375,0.5,0.75,0.125,0.125,0.125,0.375,0.5,0.75,0.125,0.125,0.125,0.375,0.5
Sunderland,Aston Villa,1,0,H,2,1,0,0,2010-2011,1,6,1,3,2,3,8,8,0.125,0.75,0.125,0.375,0.25,0.375,0,1,0,0,1,0,0,1,0,0,0.5,0.5,0,1,0,0.333333333,0.333333333,0.333333333,0,1,0,0.25,0.5,0.25,0,1,0,0.2,0.4,0.4,0.166666667,0.833333333,0,0.333333333,0.333333333,0.333333333,0.142857143,0.714285714,0.142857143,0.285714286,0.285714286,0.428571429,0.125,0.75,0.125,0.375,0.25,0.375,0.125,0.75,0.125,0.375,0.25,0.375,0.125,0.75,0.125,0.375,0.25,0.375,0.125,0.75,0.125,0.375,0.25,0.375,0.125,0.75,0.125,0.375,0.25,0.375,0.125,0.75,0.125,0.375,0.25,0.375,0.125,0.75,0.125,0.375,0.25,0.375,0.125,0.75,0.125,0.375,0.25,0.375
West Bromwich Albion,Fulham,2,1,H,2,1,0,0,2010-2011,3,3,2,1,6,1,8,8,0.375,0.375,0.25,0.125,0.75,0.125,0,1,0,0,0,1,0,1,0,0,0.5,0.5,0.333333333,0.666666667,0,0,0.666666667,0.333333333,0.5,0.5,0,0,0.75,0.25,0.4,0.6,0,0.2,0.6,0.2,0.333333333,0.5,0.166666667,0.166666667,0.666666667,0.166666667,0.428571429,0.428571429,0.142857143,0.142857143,0.714285714,0.142857143,0.375,0.375,0.25,0.125,0.75,0.125,0.375,0.375,0.25,0.125,0.75,0.125,0.375,0.375,0.25,0.125,0.75,0.125,0.375,0.375,0.25,0.125,0.75,0.125,0.375,0.375,0.25,0.125,0.75,0.125,0.375,0.375,0.25,0.125,0.75,0.125,0.375,0.375,0.25,0.125,0.75,0.125,0.375,0.375,0.25,0.125,0.75,0.125
Wigan Athletic,Bolton Wanderers,1,1,D,1,0,1,0,2010-2011,2,3,3,2,5,1,8,8,0.25,0.375,0.375,0.25,0.625,0.125,0,1,0,1,0,0,0.5,0.5,0,0.5,0.5,0,0.333333333,0.666666667,0,0.333333333,0.666666667,0,0.25,0.5,0.25,0.25,0.75,0,0.2,0.6,0.2,0.2,0.6,0.2,0.333333333,0.5,0.166666667,0.166666667,0.666666667,0.166666667,0.285714286,0.428571429,0.285714286,0.285714286,0.571428571,0.142857143,0.25,0.375,0.375,0.25,0.625,0.125,0.25,0.375,0.375,0.25,0.625,0.125,0.25,0.375,0.375,0.25,0.625,0.125,0.25,0.375,0.375,0.25,0.625,0.125,0.25,0.375,0.375,0.25,0.625,0.125,0.25,0.375,0.375,0.25,0.625,0.125,0.25,0.375,0.375,0.25,0.625,0.125,0.25,0.375,0.375,0.25,0.625,0.125
West Ham United,Newcastle United,1,2,A,0,0,0,1,2010-2011,1,3,4,2,2,4,8,8,0.125,0.375,0.5,0.25,0.25,0.5,0,1,0,0,1,0,0,1,0,0,0.5,0.5,0.333333333,0.666666667,0,0,0.333333333,0.666666667,0.25,0.75,0,0.25,0.25,0.5,0.2,0.6,0.2,0.2,0.2,0.6,0.166666667,0.5,0.333333333,0.166666667,0.333333333,0.5,0.142857143,0.428571429,0.428571429,0.285714286,0.285714286,0.428571429,0.125,0.375,0.5,0.25,0.25,0.5,0.125,0.375,0.5,0.25,0.25,0.5,0.125,0.375,0.5,0.25,0.25,0.5,0.125,0.375,0.5,0.25,0.25,0.5,0.125,0.375,0.5,0.25,0.25,0.5,0.125,0.375,0.5,0.25,0.25,0.5,0.125,0.375,0.5,0.25,0.25,0.5,0.125,0.375,0.5,0.25,0.25,0.5
Stoke City,Manchester United,1,2,A,0,0,0,1,2010-2011,3,1,4,3,5,0,8,8,0.375,0.125,0.5,0.375,0.625,0,0,0,1,0,1,0,0.5,0,0.5,0,1,0,0.666666667,0,0.333333333,0,1,0,0.5,0.25,0.25,0.25,0.75,0,0.6,0.2,0.2,0.2,0.8,0,0.5,0.166666667,0.333333333,0.333333333,0.666666667,0,0.428571429,0.142857143,0.428571429,0.285714286,0.714285714,0,0.375,0.125,0.5,0.375,0.625,0,0.375,0.125,0.5,0.375,0.625,0,0.375,0.125,0.5,0.375,0.625,0,0.375,0.125,0.5,0.375,0.625,0,0.375,0.125,0.5,0.375,0.625,0,0.375,0.125,0.5,0.375,0.625,0,0.375,0.125,0.5,0.375,0.625,0,0.375,0.125,0.5,0.375,0.625,0
Liverpool,Blackburn Rovers,2,1,H,2,1,0,0,2010-2011,1,3,4,2,3,3,8,8,0.125,0.375,0.5,0.25,0.375,0.375,0,0,1,0,1,0,0,0,1,0,0.5,0.5,0,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0,0.25,0.75,0.25,0.5,0.25,0,0.4,0.6,0.2,0.6,0.2,0.166666667,0.333333333,0.5,0.166666667,0.5,0.333333333,0.142857143,0.285714286,0.571428571,0.142857143,0.428571429,0.428571429,0.125,0.375,0.5,0.25,0.375,0.375,0.125,0.375,0.5,0.25,0.375,0.375,0.125,0.375,0.5,0.25,0.375,0.375,0.125,0.375,0.5,0.25,0.375,0.375,0.125,0.375,0.5,0.25,0.375,0.375,0.125,0.375,0.5,0.25,0.375,0.375,0.125,0.375,0.5,0.25,0.375,0.375,0.125,0.375,0.5,0.25,0.375,0.375
Manchester City,Arsenal,0,3,A,0,0,0,1,2010-2011,5,2,1,4,2,2,8,8,0.625,0.25,0.125,0.5,0.25,0.25,1,0,0,1,0,0,1,0,0,0.5,0,0.5,1,0,0,0.333333333,0,0.666666667,1,0,0,0.25,0.25,0.5,0.8,0.2,0,0.4,0.2,0.4,0.666666667,0.166666667,0.166666667,0.5,0.166666667,0.333333333,0.714285714,0.142857143,0.142857143,0.571428571,0.142857143,0.285714286,0.625,0.25,0.125,0.5,0.25,0.25,0.625,0.25,0.125,0.5,0.25,0.25,0.625,0.25,0.125,0.5,0.25,0.25,0.625,0.25,0.125,0.5,0.25,0.25,0.625,0.25,0.125,0.5,0.25,0.25,0.625,0.25,0.125,0.5,0.25,0.25,0.625,0.25,0.125,0.5,0.25,0.25,0.625,0.25,0.125,0.5,0.25,0.25
Arsenal,West Ham United,1,0,H,2,1,0,0,2010-2011,5,2,2,1,3,5,9,9,0.555555556,0.222222222,0.222222222,0.111111111,0.333333333,0.555555556,1,0,0,0,0,1,1,0,0,0,0.5,0.5,0.666666667,0,0.333333333,0,0.666666667,0.333333333,0.5,0,0.5,0.25,0.5,0.25,0.4,0.2,0.4,0.2,0.6,0.2,0.5,0.166666667,0.333333333,0.166666667,0.5,0.333333333,0.571428571,0.142857143,0.285714286,0.142857143,0.428571429,0.428571429,0.625,0.125,0.25,0.125,0.375,0.5,0.555555556,0.222222222,0.222222222,0.111111111,0.333333333,0.555555556,0.555555556,0.222222222,0.222222222,0.111111111,0.333333333,0.555555556,0.555555556,0.222222222,0.222222222,0.111111111,0.333333333,0.555555556,0.555555556,0.222222222,0.222222222,0.111111111,0.333333333,0.555555556,0.555555556,0.222222222,0.222222222,0.111111111,0.333333333,0.555555556,0.555555556,0.222222222,0.222222222,0.111111111,0.333333333,0.555555556,0.555555556,0.222222222,0.222222222,0.111111111,0.333333333,0.555555556
Blackburn Rovers,Chelsea,1,2,A,0,0,0,1,2010-2011,2,3,4,7,1,1,9,9,0.222222222,0.333333333,0.444444444,0.777777778,0.111111111,0.111111111,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0.333333333,0.666666667,0.666666667,0.333333333,0,0.25,0.25,0.5,0.5,0.25,0.25,0.2,0.4,0.4,0.6,0.2,0.2,0.166666667,0.5,0.333333333,0.666666667,0.166666667,0.166666667,0.142857143,0.428571429,0.428571429,0.714285714,0.142857143,0.142857143,0.125,0.375,0.5,0.75,0.125,0.125,0.222222222,0.333333333,0.444444444,0.777777778,0.111111111,0.111111111,0.222222222,0.333333333,0.444444444,0.777777778,0.111111111,0.111111111,0.222222222,0.333333333,0.444444444,0.777777778,0.111111111,0.111111111,0.222222222,0.333333333,0.444444444,0.777777778,0.111111111,0.111111111,0.222222222,0.333333333,0.444444444,0.777777778,0.111111111,0.111111111,0.222222222,0.333333333,0.444444444,0.777777778,0.111111111,0.111111111,0.222222222,0.333333333,0.444444444,0.777777778,0.111111111,0.111111111
Everton,Stoke City,1,0,H,2,1,0,0,2010-2011,2,4,3,3,1,5,9,9,0.222222222,0.444444444,0.333333333,0.333333333,0.111111111,0.555555556,0,1,0,0,0,1,0.5,0.5,0,0,0,1,0.666666667,0.333333333,0,0.333333333,0,0.666666667,0.5,0.5,0,0.5,0,0.5,0.4,0.4,0.2,0.4,0.2,0.4,0.333333333,0.5,0.166666667,0.5,0.166666667,0.333333333,0.285714286,0.428571429,0.285714286,0.428571429,0.142857143,0.428571429,0.25,0.5,0.25,0.375,0.125,0.5,0.222222222,0.444444444,0.333333333,0.333333333,0.111111111,0.555555556,0.222222222,0.444444444,0.333333333,0.333333333,0.111111111,0.555555556,0.222222222,0.444444444,0.333333333,0.333333333,0.111111111,0.555555556,0.222222222,0.444444444,0.333333333,0.333333333,0.111111111,0.555555556,0.222222222,0.444444444,0.333333333,0.333333333,0.111111111,0.555555556,0.222222222,0.444444444,0.333333333,0.333333333,0.111111111,0.555555556,0.222222222,0.444444444,0.333333333,0.333333333,0.111111111,0.555555556
Fulham,Wigan Athletic,2,0,H,2,1,0,0,2010-2011,1,6,2,2,4,3,9,9,0.111111111,0.666666667,0.222222222,0.222222222,0.444444444,0.333333333,0,0,1,0,1,0,0,0,1,0,1,0,0,0.333333333,0.666666667,0.333333333,0.666666667,0,0,0.5,0.5,0.25,0.75,0,0,0.6,0.4,0.2,0.6,0.2,0.166666667,0.5,0.333333333,0.166666667,0.666666667,0.166666667,0.142857143,0.571428571,0.285714286,0.285714286,0.571428571,0.142857143,0.125,0.625,0.25,0.25,0.5,0.25,0.111111111,0.666666667,0.222222222,0.222222222,0.444444444,0.333333333,0.111111111,0.666666667,0.222222222,0.222222222,0.444444444,0.333333333,0.111111111,0.666666667,0.222222222,0.222222222,0.444444444,0.333333333,0.111111111,0.666666667,0.222222222,0.222222222,0.444444444,0.333333333,0.111111111,0.666666667,0.222222222,0.222222222,0.444444444,0.333333333,0.111111111,0.666666667,0.222222222,0.222222222,0.444444444,0.333333333,0.111111111,0.666666667,0.222222222,0.222222222,0.444444444,0.333333333
Wolverhampton Wanderers,Manchester City,2,1,H,2,1,0,0,2010-2011,1,3,5,5,2,2,9,9,0.111111111,0.333333333,0.555555556,0.555555556,0.222222222,0.222222222,0,0,1,0,0,1,0,0.5,0.5,0.5,0,0.5,0,0.333333333,0.666666667,0.666666667,0,0.333333333,0,0.25,0.75,0.75,0,0.25,0,0.2,0.8,0.8,0,0.2,0,0.166666667,0.833333333,0.666666667,0.166666667,0.166666667,0,0.285714286,0.714285714,0.571428571,0.142857143,0.285714286,0,0.375,0.625,0.625,0.125,0.25,0.111111111,0.333333333,0.555555556,0.555555556,0.222222222,0.222222222,0.111111111,0.333333333,0.555555556,0.555555556,0.222222222,0.222222222,0.111111111,0.333333333,0.555555556,0.555555556,0.222222222,0.222222222,0.111111111,0.333333333,0.555555556,0.555555556,0.222222222,0.222222222,0.111111111,0.333333333,0.555555556,0.555555556,0.222222222,0.222222222,0.111111111,0.333333333,0.555555556,0.555555556,0.222222222,0.222222222,0.111111111,0.333333333,0.555555556,0.555555556,0.222222222,0.222222222
Manchester United,Tottenham Hotspur,2,0,H,2,1,0,0,2010-2011,4,5,0,4,3,2,9,9,0.444444444,0.555555556,0,0.444444444,0.333333333,0.222222222,1,0,0,0,1,0,0.5,0.5,0,0.5,0.5,0,0.333333333,0.666666667,0,0.666666667,0.333333333,0,0.25,0.75,0,0.5,0.25,0.25,0.4,0.6,0,0.6,0.2,0.2,0.333333333,0.666666667,0,0.5,0.333333333,0.166666667,0.428571429,0.571428571,0,0.428571429,0.285714286,0.285714286,0.375,0.625,0,0.5,0.25,0.25,0.444444444,0.555555556,0,0.444444444,0.333333333,0.222222222,0.444444444,0.555555556,0,0.444444444,0.333333333,0.222222222,0.444444444,0.555555556,0,0.444444444,0.333333333,0.222222222,0.444444444,0.555555556,0,0.444444444,0.333333333,0.222222222,0.444444444,0.555555556,0,0.444444444,0.333333333,0.222222222,0.444444444,0.555555556,0,0.444444444,0.333333333,0.222222222,0.444444444,0.555555556,0,0.444444444,0.333333333,0.222222222
Aston Villa,Birmingham City,0,0,D,1,0,1,0,2010-2011,3,2,4,2,4,3,9,9,0.333333333,0.222222222,0.444444444,0.222222222,0.444444444,0.333333333,0,0,1,1,0,0,0,0.5,0.5,0.5,0,0.5,0,0.333333333,0.666666667,0.333333333,0,0.666666667,0.25,0.25,0.5,0.25,0.25,0.5,0.2,0.4,0.4,0.2,0.2,0.6,0.166666667,0.333333333,0.5,0.166666667,0.333333333,0.5,0.285714286,0.285714286,0.428571429,0.142857143,0.428571429,0.428571429,0.25,0.25,0.5,0.25,0.375,0.375,0.333333333,0.222222222,0.444444444,0.222222222,0.444444444,0.333333333,0.333333333,0.222222222,0.444444444,0.222222222,0.444444444,0.333333333,0.333333333,0.222222222,0.444444444,0.222222222,0.444444444,0.333333333,0.333333333,0.222222222,0.444444444,0.222222222,0.444444444,0.333333333,0.333333333,0.222222222,0.444444444,0.222222222,0.444444444,0.333333333,0.333333333,0.222222222,0.444444444,0.222222222,0.444444444,0.333333333,0.333333333,0.222222222,0.444444444,0.222222222,0.444444444,0.333333333
Newcastle United,Sunderland,5,1,H,2,1,0,0,2010-2011,3,2,4,2,6,1,9,9,0.333333333,0.222222222,0.444444444,0.222222222,0.666666667,0.111111111,1,0,0,1,0,0,0.5,0.5,0,0.5,0.5,0,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0,0.25,0.25,0.5,0.25,0.75,0,0.4,0.2,0.4,0.2,0.8,0,0.333333333,0.166666667,0.5,0.166666667,0.833333333,0,0.285714286,0.285714286,0.428571429,0.285714286,0.714285714,0,0.375,0.25,0.375,0.25,0.625,0.125,0.333333333,0.222222222,0.444444444,0.222222222,0.666666667,0.111111111,0.333333333,0.222222222,0.444444444,0.222222222,0.666666667,0.111111111,0.333333333,0.222222222,0.444444444,0.222222222,0.666666667,0.111111111,0.333333333,0.222222222,0.444444444,0.222222222,0.666666667,0.111111111,0.333333333,0.222222222,0.444444444,0.222222222,0.666666667,0.111111111,0.333333333,0.222222222,0.444444444,0.222222222,0.666666667,0.111111111,0.333333333,0.222222222,0.444444444,0.222222222,0.666666667,0.111111111
Bolton Wanderers,Liverpool,0,1,A,0,0,0,1,2010-2011,2,6,1,2,3,4,9,9,0.222222222,0.666666667,0.111111111,0.222222222,0.333333333,0.444444444,0,1,0,1,0,0,0.5,0.5,0,0.5,0,0.5,0.333333333,0.666666667,0,0.333333333,0,0.666666667,0.25,0.75,0,0.25,0.25,0.5,0.2,0.8,0,0.2,0.2,0.6,0.166666667,0.666666667,0.166666667,0.166666667,0.333333333,0.5,0.142857143,0.714285714,0.142857143,0.285714286,0.285714286,0.428571429,0.25,0.625,0.125,0.25,0.25,0.5,0.222222222,0.666666667,0.111111111,0.222222222,0.333333333,0.444444444,0.222222222,0.666666667,0.111111111,0.222222222,0.333333333,0.444444444,0.222222222,0.666666667,0.111111111,0.222222222,0.333333333,0.444444444,0.222222222,0.666666667,0.111111111,0.222222222,0.333333333,0.444444444,0.222222222,0.666666667,0.111111111,0.222222222,0.333333333,0.444444444,0.222222222,0.666666667,0.111111111,0.222222222,0.333333333,0.444444444,0.222222222,0.666666667,0.111111111,0.222222222,0.333333333,0.444444444
Blackpool,West Bromwich Albion,2,1,H,2,1,0,0,2010-2011,3,1,5,4,3,2,9,9,0.333333333,0.111111111,0.555555556,0.444444444,0.333333333,0.222222222,0,0,1,1,0,0,0,0,1,0.5,0.5,0,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0.25,0,0.75,0.5,0.5,0,0.2,0,0.8,0.6,0.4,0,0.333333333,0,0.666666667,0.5,0.5,0,0.285714286,0.142857143,0.571428571,0.428571429,0.428571429,0.142857143,0.25,0.125,0.625,0.5,0.375,0.125,0.333333333,0.111111111,0.555555556,0.444444444,0.333333333,0.222222222,0.333333333,0.111111111,0.555555556,0.444444444,0.333333333,0.222222222,0.333333333,0.111111111,0.555555556,0.444444444,0.333333333,0.222222222,0.333333333,0.111111111,0.555555556,0.444444444,0.333333333,0.222222222,0.333333333,0.111111111,0.555555556,0.444444444,0.333333333,0.222222222,0.333333333,0.111111111,0.555555556,0.444444444,0.333333333,0.222222222,0.333333333,0.111111111,0.555555556,0.444444444,0.333333333,0.222222222
