,Unnamed: 0,home_team,away_team,home_goals,away_goals,result,result.1,season,home_wins,home_ties,home_loss,away_wins,away_ties,away_loss,h_total_games,a_total_games,h_w_pct,h_d_pct,h_l_pct,a_w_pct,a_d_pct,a_l_pct,home_l1_wins,home_l1_ties,home_l1_loss,away_l1_wins,away_l1_ties,away_l1_loss,home_l2_wins,home_l2_ties,home_l2_loss,away_l2_wins,away_l2_ties,away_l2_loss,home_l3_wins,home_l3_ties,home_l3_loss,away_l3_wins,away_l3_ties,away_l3_loss,home_l4_wins,home_l4_ties,home_l4_loss,away_l4_wins,away_l4_ties,away_l4_loss,home_l5_wins,home_l5_ties,home_l5_loss,away_l5_wins,away_l5_ties,away_l5_loss,home_l6_wins,home_l6_ties,home_l6_loss,away_l6_wins,away_l6_ties,away_l6_loss,home_l7_wins,home_l7_ties,home_l7_loss,away_l7_wins,away_l7_ties,away_l7_loss,home_l8_wins,home_l8_ties,home_l8_loss,away_l8_wins,away_l8_ties,away_l8_loss,home_l9_wins,home_l9_ties,home_l9_loss,away_l9_wins,away_l9_ties,away_l9_loss,home_l10_wins,home_l10_ties,home_l10_loss,away_l10_wins,away_l10_ties,away_l10_loss,home_l12_wins,home_l12_ties,home_l12_loss,away_l12_wins,away_l12_ties,away_l12_loss,home_l14_wins,home_l14_ties,home_l14_loss,away_l14_wins,away_l14_ties,away_l14_loss,home_l16_wins,home_l16_ties,home_l16_loss,away_l16_wins,away_l16_ties,away_l16_loss,home_l18_wins,home_l18_ties,home_l18_loss,away_l18_wins,away_l18_ties,away_l18_loss,home_l20_wins,home_l20_ties,home_l20_loss,away_l20_wins,away_l20_ties,away_l20_loss
208,208,Liverpool,Bolton Wanderers,3,0,H,2,2006-2007,11,4,6,12,3,6,21,21,0.523809524,0.19047619,0.28571428600000004,0.571428571,0.14285714300000002,0.28571428600000004,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.0,0.75,0.0,0.25,1.0,0.0,0.0,0.8,0.0,0.2,1.0,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.0,0.2857142857142857,0.75,0.125,0.125,0.75,0.0,0.25,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.0,0.3333333333333333,0.6,0.2,0.2,0.6,0.1,0.3,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.08333333333333333,0.4166666666666667,0.5714285714285714,0.21428571428571427,0.21428571428571427,0.5714285714285714,0.07142857142857142,0.35714285714285715,0.5625,0.1875,0.25,0.625,0.0625,0.3125,0.5555555555555556,0.16666666666666666,0.2777777777777778,0.6111111111111112,0.1111111111111111,0.2777777777777778,0.55,0.15,0.3,0.55,0.15,0.3
209,209,Fulham,Watford,0,0,D,1,2006-2007,6,8,7,1,8,10,21,19,0.28571428600000004,0.380952381,0.333333333,0.052631579000000005,0.42105263200000004,0.526315789,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25,0.75,0.0,0.0,0.25,0.75,0.2,0.6,0.2,0.0,0.4,0.6,0.16666666666666666,0.5,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.2857142857142857,0.7142857142857143,0.25,0.375,0.375,0.0,0.25,0.75,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.2,0.4,0.4,0.1,0.3,0.6,0.25,0.3333333333333333,0.4166666666666667,0.08333333333333333,0.3333333333333333,0.5833333333333334,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.07142857142857142,0.42857142857142855,0.5,0.25,0.375,0.375,0.0625,0.4375,0.5,0.2777777777777778,0.3888888888888889,0.3333333333333333,0.05555555555555555,0.4444444444444444,0.5,0.3,0.4,0.3,0.05263157894736842,0.42105263157894735,0.5263157894736842
210,210,Manchester City,Everton,2,1,H,2,2006-2007,7,5,9,8,7,6,21,21,0.333333333,0.23809523800000001,0.428571429,0.380952381,0.333333333,0.28571428600000004,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.5,0.0,0.5,0.5,0.25,0.25,0.4,0.0,0.6,0.4,0.2,0.4,0.3333333333333333,0.16666666666666666,0.5,0.5,0.16666666666666666,0.3333333333333333,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.375,0.125,0.5,0.375,0.25,0.375,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.4,0.2,0.4,0.4,0.2,0.4,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.3333333333333333,0.25,0.4166666666666667,0.35714285714285715,0.21428571428571427,0.42857142857142855,0.35714285714285715,0.21428571428571427,0.42857142857142855,0.375,0.25,0.375,0.3125,0.3125,0.375,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.35,0.25,0.4,0.35,0.35,0.3
211,211,Middlesbrough,Sheffield United,3,1,H,2,2006-2007,5,6,10,6,5,10,21,21,0.23809523800000001,0.28571428600000004,0.47619047600000003,0.28571428600000004,0.23809523800000001,0.47619047600000003,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.25,0.25,0.5,0.5,0.0,0.5,0.2,0.4,0.4,0.4,0.2,0.4,0.16666666666666666,0.3333333333333333,0.5,0.5,0.16666666666666666,0.3333333333333333,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.125,0.375,0.5,0.5,0.125,0.375,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.2,0.4,0.4,0.4,0.2,0.4,0.16666666666666666,0.3333333333333333,0.5,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.35714285714285715,0.21428571428571427,0.42857142857142855,0.25,0.25,0.5,0.375,0.1875,0.4375,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.25,0.3,0.45,0.3,0.2,0.5
212,212,Portsmouth,Tottenham Hotspur,1,1,D,1,2006-2007,10,5,6,9,4,8,21,21,0.47619047600000003,0.23809523800000001,0.28571428600000004,0.428571429,0.19047619,0.380952381,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.5,0.25,0.25,0.5,0.0,0.5,0.6,0.2,0.2,0.6,0.0,0.4,0.5,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.0,0.42857142857142855,0.375,0.375,0.25,0.625,0.0,0.375,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.4,0.4,0.2,0.5,0.1,0.4,0.4166666666666667,0.3333333333333333,0.25,0.5,0.16666666666666666,0.3333333333333333,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.5,0.21428571428571427,0.2857142857142857,0.375,0.25,0.375,0.5,0.1875,0.3125,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.45,0.25,0.3,0.45,0.2,0.35
213,213,Reading,West Ham United,6,0,H,2,2006-2007,8,3,10,5,3,13,21,21,0.380952381,0.14285714300000002,0.47619047600000003,0.23809523800000001,0.14285714300000002,0.6190476189999999,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.25,0.75,0.25,0.25,0.5,0.0,0.4,0.6,0.2,0.2,0.6,0.0,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.25,0.25,0.5,0.25,0.125,0.625,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.4,0.2,0.4,0.2,0.1,0.7,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.08333333333333333,0.5833333333333334,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.07142857142857142,0.6428571428571429,0.3125,0.1875,0.5,0.25,0.0625,0.6875,0.3888888888888889,0.16666666666666666,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.35,0.15,0.5,0.2,0.15,0.65
214,214,Wigan Athletic,Blackburn Rovers,0,3,A,0,2006-2007,6,4,10,7,4,9,20,20,0.3,0.2,0.5,0.35,0.2,0.45,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1.0,0.75,0.0,0.25,0.0,0.2,0.8,0.6,0.0,0.4,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,0.0,0.5,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.5714285714285714,0.0,0.42857142857142855,0.125,0.125,0.75,0.5,0.125,0.375,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.2,0.2,0.6,0.4,0.1,0.5,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.08333333333333333,0.5833333333333334,0.35714285714285715,0.14285714285714285,0.5,0.35714285714285715,0.14285714285714285,0.5,0.3125,0.1875,0.5,0.4375,0.125,0.4375,0.2777777777777778,0.2222222222222222,0.5,0.3888888888888889,0.16666666666666666,0.4444444444444444,0.3,0.2,0.5,0.35,0.2,0.45
215,215,Newcastle United,Manchester United,2,2,D,1,2006-2007,7,4,10,17,2,2,21,21,0.333333333,0.19047619,0.47619047600000003,0.80952381,0.095238095,0.095238095,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,0.0,0.5,0.0,0.5,0.75,0.0,0.25,0.4,0.0,0.6,0.8,0.0,0.2,0.5,0.0,0.5,0.8333333333333334,0.0,0.16666666666666666,0.5714285714285714,0.0,0.42857142857142855,0.8571428571428571,0.0,0.14285714285714285,0.625,0.0,0.375,0.75,0.125,0.125,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.5,0.2,0.3,0.8,0.1,0.1,0.4166666666666667,0.25,0.3333333333333333,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.35714285714285715,0.21428571428571427,0.42857142857142855,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.3125,0.25,0.4375,0.8125,0.125,0.0625,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.3,0.2,0.5,0.8,0.1,0.1
216,216,Arsenal,Charlton Athletic,4,0,H,2,2006-2007,10,6,5,4,4,13,21,21,0.47619047600000003,0.28571428600000004,0.23809523800000001,0.19047619,0.19047619,0.6190476189999999,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.25,0.25,0.25,0.25,0.5,0.6,0.2,0.2,0.2,0.2,0.6,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.5,0.25,0.25,0.25,0.25,0.5,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.4,0.3,0.3,0.2,0.2,0.6,0.4166666666666667,0.25,0.3333333333333333,0.25,0.25,0.5,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.21428571428571427,0.2857142857142857,0.5,0.5,0.25,0.25,0.1875,0.25,0.5625,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.6111111111111112,0.5,0.25,0.25,0.2,0.2,0.6
217,217,Aston Villa,Chelsea,0,0,D,1,2006-2007,5,10,6,14,5,2,21,21,0.23809523800000001,0.47619047600000003,0.28571428600000004,0.666666667,0.23809523800000001,0.095238095,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.2,0.8,0.6,0.4,0.0,0.0,0.3333333333333333,0.6666666666666666,0.5,0.5,0.0,0.0,0.2857142857142857,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.0,0.0,0.375,0.625,0.5,0.5,0.0,0.0,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.0,0.1,0.4,0.5,0.6,0.4,0.0,0.16666666666666666,0.3333333333333333,0.5,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.1875,0.4375,0.375,0.625,0.3125,0.0625,0.16666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.25,0.45,0.3,0.65,0.25,0.1
218,218,Watford,Liverpool,0,3,A,0,2006-2007,1,9,10,12,4,6,20,22,0.05,0.45,0.5,0.545454545,0.181818182,0.272727273,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.25,0.75,0.75,0.0,0.25,0.0,0.4,0.6,0.8,0.0,0.2,0.0,0.5,0.5,0.8333333333333334,0.0,0.16666666666666666,0.0,0.42857142857142855,0.5714285714285714,0.8571428571428571,0.0,0.14285714285714285,0.0,0.375,0.625,0.75,0.125,0.125,0.0,0.3333333333333333,0.6666666666666666,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.1,0.3,0.6,0.7,0.2,0.1,0.08333333333333333,0.4166666666666667,0.5,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.07142857142857142,0.42857142857142855,0.5,0.6428571428571429,0.14285714285714285,0.21428571428571427,0.0625,0.5,0.4375,0.5625,0.1875,0.25,0.05555555555555555,0.4444444444444444,0.5,0.6111111111111112,0.16666666666666666,0.2222222222222222,0.05,0.45,0.5,0.55,0.15,0.3
219,219,Bolton Wanderers,Manchester City,0,0,D,1,2006-2007,12,3,7,8,5,9,22,22,0.545454545,0.13636363599999998,0.318181818,0.363636364,0.22727272699999998,0.409090909,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.0,0.75,0.0,0.25,0.75,0.0,0.25,0.8,0.0,0.2,0.6,0.0,0.4,0.8333333333333334,0.0,0.16666666666666666,0.5,0.0,0.5,0.7142857142857143,0.0,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.625,0.0,0.375,0.5,0.125,0.375,0.6666666666666666,0.0,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.6,0.0,0.4,0.5,0.1,0.4,0.5,0.08333333333333333,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.5,0.07142857142857142,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.5625,0.0625,0.375,0.375,0.25,0.375,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.3888888888888889,0.2222222222222222,0.3888888888888889,0.55,0.1,0.35,0.4,0.2,0.4
220,220,Charlton Athletic,Middlesbrough,1,3,A,0,2006-2007,4,4,14,6,6,10,22,22,0.181818182,0.181818182,0.636363636,0.272727273,0.272727273,0.454545455,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.25,0.5,0.5,0.25,0.25,0.2,0.2,0.6,0.4,0.2,0.4,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.25,0.125,0.625,0.25,0.25,0.5,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.2,0.2,0.6,0.2,0.4,0.4,0.25,0.16666666666666666,0.5833333333333334,0.25,0.3333333333333333,0.4166666666666667,0.21428571428571427,0.2857142857142857,0.5,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.1875,0.25,0.5625,0.3125,0.25,0.4375,0.16666666666666666,0.2222222222222222,0.6111111111111112,0.2777777777777778,0.2777777777777778,0.4444444444444444,0.2,0.2,0.6,0.25,0.3,0.45
221,221,Chelsea,Wigan Athletic,4,0,H,2,2006-2007,14,6,2,6,4,11,22,21,0.636363636,0.272727273,0.090909091,0.28571428600000004,0.19047619,0.523809524,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25,0.75,0.0,0.0,0.0,1.0,0.4,0.6,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.16666666666666666,0.8333333333333334,0.42857142857142855,0.5714285714285714,0.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.5,0.5,0.0,0.125,0.125,0.75,0.4444444444444444,0.5555555555555556,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.5,0.5,0.0,0.1,0.2,0.7,0.5,0.4166666666666667,0.08333333333333333,0.25,0.16666666666666666,0.5833333333333334,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.35714285714285715,0.14285714285714285,0.5,0.5625,0.375,0.0625,0.3125,0.125,0.5625,0.6111111111111112,0.3333333333333333,0.05555555555555555,0.2777777777777778,0.2222222222222222,0.5,0.65,0.3,0.05,0.3,0.2,0.5
222,222,Manchester United,Aston Villa,3,1,H,2,2006-2007,17,3,2,5,11,6,22,22,0.772727273,0.13636363599999998,0.090909091,0.22727272699999998,0.5,0.272727273,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.75,0.25,0.0,0.0,0.25,0.75,0.6,0.2,0.2,0.0,0.2,0.8,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.5714285714285714,0.75,0.125,0.125,0.0,0.375,0.625,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.0,0.4444444444444444,0.5555555555555556,0.7,0.2,0.1,0.0,0.5,0.5,0.75,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.8125,0.125,0.0625,0.125,0.5,0.375,0.7222222222222222,0.16666666666666666,0.1111111111111111,0.16666666666666666,0.5,0.3333333333333333,0.75,0.15,0.1,0.2,0.5,0.3
223,223,Sheffield United,Portsmouth,1,1,D,1,2006-2007,6,5,11,10,6,6,22,22,0.272727273,0.22727272699999998,0.5,0.454545455,0.272727273,0.272727273,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.0,0.75,0.5,0.25,0.25,0.4,0.0,0.6,0.4,0.4,0.2,0.3333333333333333,0.16666666666666666,0.5,0.5,0.3333333333333333,0.16666666666666666,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.5,0.125,0.375,0.375,0.5,0.125,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.4,0.1,0.5,0.4,0.4,0.2,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.25,0.35714285714285715,0.14285714285714285,0.5,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.375,0.1875,0.4375,0.375,0.3125,0.3125,0.3333333333333333,0.16666666666666666,0.5,0.3888888888888889,0.2777777777777778,0.3333333333333333,0.3,0.2,0.5,0.45,0.25,0.3
224,224,West Ham United,Fulham,3,3,D,1,2006-2007,5,3,14,6,9,7,22,22,0.22727272699999998,0.13636363599999998,0.636363636,0.272727273,0.409090909,0.318181818,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.75,0.0,1.0,0.0,0.2,0.2,0.6,0.2,0.8,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.125,0.125,0.75,0.25,0.5,0.25,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.2,0.1,0.7,0.2,0.4,0.4,0.25,0.08333333333333333,0.6666666666666666,0.25,0.4166666666666667,0.3333333333333333,0.2857142857142857,0.07142857142857142,0.6428571428571429,0.21428571428571427,0.42857142857142855,0.35714285714285715,0.25,0.0625,0.6875,0.25,0.4375,0.3125,0.2222222222222222,0.05555555555555555,0.7222222222222222,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.2,0.1,0.7,0.3,0.4,0.3
225,225,Blackburn Rovers,Arsenal,0,2,A,0,2006-2007,8,4,9,11,6,5,21,22,0.380952381,0.19047619,0.428571429,0.5,0.272727273,0.22727272699999998,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.75,0.0,0.25,0.75,0.0,0.25,0.8,0.0,0.2,0.6,0.2,0.2,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.5714285714285714,0.0,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.625,0.0,0.375,0.625,0.25,0.125,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.5,0.1,0.4,0.5,0.2,0.3,0.4166666666666667,0.08333333333333333,0.5,0.5,0.25,0.25,0.35714285714285715,0.14285714285714285,0.5,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.4375,0.125,0.4375,0.5,0.25,0.25,0.4444444444444444,0.16666666666666666,0.3888888888888889,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.4,0.2,0.4,0.55,0.25,0.2
226,226,Everton,Reading,1,1,D,1,2006-2007,8,7,7,9,3,10,22,22,0.363636364,0.318181818,0.318181818,0.409090909,0.13636363599999998,0.454545455,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.25,0.25,0.25,0.25,0.5,0.4,0.2,0.4,0.2,0.2,0.6,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.5,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.375,0.125,0.5,0.25,0.25,0.5,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.4,0.2,0.4,0.4,0.2,0.4,0.3333333333333333,0.16666666666666666,0.5,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.35714285714285715,0.21428571428571427,0.42857142857142855,0.35714285714285715,0.14285714285714285,0.5,0.3125,0.25,0.4375,0.375,0.125,0.5,0.2777777777777778,0.3333333333333333,0.3888888888888889,0.3888888888888889,0.16666666666666666,0.4444444444444444,0.35,0.3,0.35,0.4,0.15,0.45
227,227,Tottenham Hotspur,Newcastle United,2,3,A,0,2006-2007,9,5,8,7,5,10,22,22,0.409090909,0.22727272699999998,0.363636364,0.318181818,0.22727272699999998,0.454545455,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.25,0.25,0.5,0.25,0.25,0.5,0.4,0.2,0.4,0.4,0.2,0.4,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.5,0.125,0.375,0.5,0.125,0.375,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.5,0.2,0.3,0.5,0.2,0.3,0.5,0.16666666666666666,0.3333333333333333,0.4166666666666667,0.25,0.3333333333333333,0.5,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.2857142857142857,0.35714285714285715,0.5,0.25,0.25,0.3125,0.25,0.4375,0.4444444444444444,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.4444444444444444,0.4,0.25,0.35,0.3,0.25,0.45
228,228,Liverpool,Chelsea,2,0,H,2,2006-2007,13,4,6,15,6,2,23,23,0.565217391,0.17391304300000002,0.260869565,0.6521739129999999,0.260869565,0.086956522,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.75,0.0,0.25,0.25,0.75,0.0,0.8,0.0,0.2,0.4,0.6,0.0,0.8333333333333334,0.0,0.16666666666666666,0.5,0.5,0.0,0.8571428571428571,0.0,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.0,0.875,0.0,0.125,0.5,0.5,0.0,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.4444444444444444,0.0,0.8,0.1,0.1,0.5,0.5,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.5833333333333334,0.4166666666666667,0.0,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.625,0.1875,0.1875,0.625,0.3125,0.0625,0.6111111111111112,0.16666666666666666,0.2222222222222222,0.6111111111111112,0.3333333333333333,0.05555555555555555,0.6,0.15,0.25,0.65,0.3,0.05
